ID,Gene_name
X8059799,
X8059801, USP40 
X8059832, DNAJB3 
X8059838, HJURP 
X8059852, MSL3P1 
X8059854, ARL4C 
X8059862,
X8059864, GBX2 
X8059868, ASB18 
X8059876, RNU1-31P 
X8059878, IQCA1 
X8059900, RNU6-1051P 
X8059902, LOC93463 
X8059905, COL6A3 
X8059949,
X8059951,
X8059953,
X8059955, RAB17 
X8059965, KLHL30-AS1 
X8059969, ILKAP 
X8059985, LOC151174 
X8059989, HES6 
X8059996, PER2 
X8060020, FLJ43879 
X8060030, HDAC4 
X8060061, MGC16025 
X8060063, NDUFA10 
X8060080, OR6B2 
X8060082, PRR21 
X8060084, OR6B3 
X8060086, MYEOV2 
X8060094, OTOS 
X8060101, PP14571 
X8060103, ANKMY1 
X8060126, AQP12B 
X8060134, KIF1A 
X8060187, C2orf54 
X8060196, MTERF4 
X8060205, PASK 
X8060225, HDLBP 
X8060255,
X8060257, STK25 
X8060274, THAP4 
X8060286, DTYMK 
X8060294, PDCD1 
X8060303, DEFB125 
X8060308, DEFB126 
X8060314, DEFB127 
X8060320, DEFB129 
X8060325, DEFB132 
X8060330, ZCCHC3 
X8060334, SOX12 
X8060339, NRSN2 
X8060344, TRIB3 
X8060353, RBCK1 
X8060368,
X8060370, FAM110A 
X8060379, PSMF1 
X8060395, RAD21L1 
X8060400, SNPH 
X8060416, RN7SL561P 
X8060418, SIRPA 
X8060427, STK35 
X8060432, TGM3 
X8060447, TGM6 
X8060461, TMC2 
X8060484, NOP56 
X8060501, SNORA51 
X8060503, SNORD57 
X8060505, EBF4 
X8060526,
X8060528, C20orf141 
X8060533, TMEM239 
X8060539, PTPRA 
X8060594, GNRH2 
X8060599, MRPS26 
X8060604, OXT 
X8060609, RN7SL555P 
X8060611, ITPA 
X8060625,
X8060627, ATRN 
X8060660, HSPA12B 
X8060675, CDC25B 
X8060698, AP5S1 
X8060705, MAVS 
X8060722, PANK2 
X8060734, MIR103A2 
X8060736, PANK2 
X8060738,
X8060741,
X8060745, SMOX 
X8060758, PRNP 
X8060765, PRND 
X8060772, CDS2 
X8060790, FLJ33544 
X8060792, LOC643406 
X8060796, C20orf196 
X8060803, RNU1-55P 
X8060805, CHGB 
X8060813, MCM8 
X8060835,
X8060837, RN7SL498P 
X8060839, CRLS1 
X8060850, BMP2 
X8060854, PLCB1 
X8060893,
X8060895, RNU105B 
X8060897, PLCB4 
X8060940, LAMP5 
X8060947,
X8060949, ANKEF1 
X8060963, SNAP25 
X8060977, SLX4IP 
X8060986, C20orf187 
X8060988, BTBD3 
X8060997, SPTLC3 
X8061013, ISM1 
X8061019, NDUFAF5 
X8061035, MACROD2 
X8061064, RN7SL864P 
X8061066, RNU6-228P 
X8061068, MACROD2-IT1 
X8061073, RNU6-115P 
X8061075, SNRPB2 
X8061082, OTOR 
X8061092, RNU1-131P 
X8061094, PCSK2 
X8061112,
X8061114, DSTN 
X8061122, BANF2 
X8061127, RNU6-192P 
X8061129, MGME1 
X8061136, PTMA 
X8061138, PET117 
X8061154, ZNF133 
X8061165,
X8061167, LINC00851 
X8061169, RNA5SP476 
X8061171, POLR3F 
X8061184, RPS19P1 
X8061186, SEC23B 
X8061211, DTD1 
X8061222, RN7SL638P 
X8061224, SCP2D1 
X8061227, SLC24A3 
X8061247, RIN2 
X8061262, NAA20 
X8061272, C20orf26 
X8061303, INSM1 
X8061305, KIZ 
X8061324, XRN2 
X8061357, PAX1 
X8061364, RPL41 
X8061366, SSTR4 
X8061368, NXT1 
X8061373, GZF1 
X8061382, CSTL1 
X8061389, CST8 
X8061396, CST13P 
X8061402, POM121L3P 
X8061404, RNU1-23P 
X8061406, SYNDIG1 
X8061414,
X8061416, CST7 
X8061426, RNU6-1257P 
X8061428, ENTPD6 
X8061445,
X8061447, PYGB 
X8061471, GINS1 
X8061481, RNU6ATAC17P 
X8061483, LOC100134868 
X8061490, FAM182A 
X8061497, LOC100134091 
X8061504, DEFB115 
X8061507, RNA5SP480 
X8061509, DEFB118 
X8061517,
X8061519, DEFB123 
X8061529, REM1 
X8061539, LINC00028 
X8061542, HM13 
X8061562, RNU6-384P 
X8061564, ID1 
X8061572, COX4I2 
X8061579, TPX2 
X8061605, MYLK2 
X8061620, TTLL9 
X8061645, RNU1-94P 
X8061647, XKR7 
X8061653, CCM2L 
X8061666, RNA5SP482 
X8061668, HCK 
X8061685, TM9SF4 
X8061706, POFUT1 
X8061715, KIF3B 
X8061725, ASXL1 
X8061742, LOC149950 
X8061746, DNMT3B 
X8061772, MAPRE1 
X8061780, BPIFB2 
X8061799, BPIFB6 
X8061815, BPIFB3 
X8061831, BPIFB4 
X8061847, BPIFA2 
X8061859, BPIFA4P 
X8061869, BPIFA3 
X8061881,
X8061883, BPIFA1 
X8061894, BPIFB1 
X8061912, BPIFB9P 
X8061916, BPIFB9P 
X8061919, CBFA2T2 
X8061940, C20orf144 
X8061944, ACTL10 
X8061946, ZNF341 
X8061958, CHMP4B 
X8061966, RALY 
X8061982, ASIP 
X8061986, ITCH 
X8062016, DYNLRB1 
X8062023, MAP1LC3A 
X8062034, TP53INP2 
X8062041, ACSS2 
X8062064, MYH7B 
X8062108, PROCR 
X8062117, RNA5SP483 
X8062119, MT1P3 
X8062123, MMP24 
X8062134, GDF5OS 
X8062137, CEP250 
X8062174, ERGIC3 
X8062190, SPAG4 
X8062204, RN7SKP271 
X8062206, ROMO1 
X8062211, RPF2 
X8062213, PHF20 
X8062235, RNU4-40P 
X8062237, CNBD2 
X8062251, EPB41L1 
X8062284,
X8062286, AAR2 
X8062293, DLGAP4 
X8062312, MYL9 
X8062319, TGIF2 
X8062326, C20orf24 
X8062337, RN7SL156P 
X8062339, TLDC2 
X8062347, LOC100288869 
X8062349, RPN2 
X8062371, MANBAL 
X8062377, SRC 
X8062395, NNAT 
X8062404, LOC100287792 
X8062409, CTNNBL1 
X8062427, VSTM2L 
X8062433, RPRD1B 
X8062444, BPI 
X8062461, LBP 
X8062478,
X8062480, SNHG11 
X8062490, SNORA60 
X8062492, RALGAPB 
X8062527, ADIG 
X8062532, ARHGAP40 
X8062539, SLC32A1 
X8062545, ACTR5 
X8062555, RN7SKP173 
X8062557, PPP1R16B 
X8062569, RN7SL116P 
X8062571, FAM83D 
X8062576, DHX35 
X8062599,
X8062601, RNU2-52P 
X8062603, TOP1 
X8062623, PLCG1 
X8062658, LPIN3 
X8062681, RPL12P11 
X8062685, RN7SKP100 
X8062687, RN7SL666P 
X8062689, PPIAP21 
X8062691,
X8062693, RNU6-743P 
X8062695, SRSF6 
X8062705, L3MBTL1 
X8062728, SGK2 
X8062748, IFT52 
X8062766, MYBL2 
X8062782, TOX2 
X8062794, RN7SL443P 
X8062796, GDAP1L1 
X8062813, R3HDML 
X8062821,
X8062823, HNF4A 
X8062842,
X8062844, TTPAL 
X8062852, PKIG 
X8062862,
X8062864, WISP2 
X8062873, KCNK15 
X8062880, YWHAB 
X8062890, PABPC1L 
X8062908, STK4 
X8062927, PI3 
X8062933, SEMG1 
X8062944, SEMG2 
X8062948, RBPJL 
X8062962,
X8062964, SYS1 
X8062971, DBNDD2 
X8062981, PIGT 
X8063000, WFDC2 
X8063011, WFDC10A 
X8063014, WFDC13 
X8063019, SPINT4 
X8063024, SPINT5P 
X8063026, RNU6ATAC38P 
X8063028, DNTTIP1 
X8063043, UBE2C 
X8063057, SNX21 
X8063071, ZSWIM3 
X8063074, ZSWIM1 
X8063078, CTSA 
X8063097, PCIF1 
X8063115, MMP9 
X8063129, SLC12A5 
X8063156, CD40 
X8063171, ZNF840 
X8063174, ZNF840 
X8063177, SLC2A10 
X8063185, RN7SKP33 
X8063187, EYA2 
X8063209, LOC100131496 
X8063211, NCOA3 
X8063240,
X8063242, ARFGEF2 
X8063283, CSE1L 
X8063313, ARPC3P1 
X8063315, DDX27 
X8063337, ZFAS1 
X8063345, SNORD12C 
X8063347, RN7SL197P 
X8063349, RNU6-919P 
X8063351, SLC9A8 
X8063369, RNF114 
X8063380, RNU6-147P 
X8063382, SNAI1 
X8063386, CEBPB 
X8063389, LINC01270 
X8063394, PTPN1 
X8063408,
X8063410, PARD6B 
X8063417, BCAS4 
X8063427, MOCS3 
X8063433, RNU6-347P 
X8063437, TSHZ2 
X8063442, RN7SKP184 
X8063444, TSHZ2 
X8063447,
X8063449, LOC101927770 
X8063453, PFDN4 
X8063458, DOK5 
X8063473, RPL12 
X8063476, MC3R 
X8063478, FAM210B 
X8063484, CSTF1 
X8063497, CASS4 
X8063509, RTFDC1 
X8063522,
X8063524, LOC100130156 
X8063526, FAM209A 
X8063531, FAM209B 
X8063534,
X8063536, TFAP2C 
X8063545, RNU6-1146P 
X8063547, RN7SL170P 
X8063549,
X8063551, SPO11 
X8063566, RAE1 
X8063583, RBM38 
X8063590, PCK1 
X8063601, C20orf85 
X8063607, RAB22A 
X8063620, VAPB 
X8063634, MGC4294 
X8063636, STX16 
X8063650, NPEPL1 
X8063668, GNAS 
X8063697, NELFCD 
X8063716, TUBB1 
X8063723, ZNF831 
X8063729, EDN3 
X8063739, PHACTR3 
X8063755, FAM217B 
X8063761, CDH26 
X8063785, C20orf197 
X8063793, MIR646HG 
X8063796, CDH4 
X8063814, LSM14B 
X8063835, LSM14B 
X8063839, SS18L1 
X8063857, MTG2 
X8063869, FLJ44790 
X8063873, OSBPL2 
X8063893, ADRM1 
X8063903, RPS21 
X8063914, C20orf166 
X8063921, MIR1-1 
X8063923, SLCO4A1 
X8063942, NTSR1 
X8063949, MRGBP 
X8063955, OGFR 
X8063970, COL9A3 
X8064003, DPH3P1 
X8064007, GID8 
X8064014, SLC17A9 
X8064029, MIR124-3 
X8064031, BIRC7 
X8064042, ARFGAP1 
X8064059, COL20A1 
X8064098, RNU6-994P 
X8064100, PPDPF 
X8064108, C20orf195 
X8064111, RTEL1 
X8064156, ZGPAT 
X8064168, LIME1 
X8064175, SLC2A4RG 
X8064188,
X8064191, TPD52L2 
X8064203, ABHD16B 
X8064208, DNAJC5 
X8064216, RNU1-134P 
X8064218, PRPF6 
X8064242, LINC00176 
X8064245, TCEA2 
X8064261, OPRL1 
X8064277, MYT1 
X8064302, PCMTD2 
X8064319, DEFB128 
X8064322, C20orf96 
X8064336, TBC1D20 
X8064351, CSNK2A3 
X8064370, TCF15 
X8064375, SRXN1 
X8064382,
X8064384, SCRT2 
X8064388, SLC52A3 
X8064394,
X8064396, ANGPT4 
X8064407, RSPO4 
X8064415, TMEM74B 
X8064418, SDCBP2 
X8064430,
X8064432, FKBP1A 
X8064438, NSFL1C 
X8064451, SIRPB2 
X8064462, RNU6-917P 
X8064464, SIRPD 
X8064471, SIRPB1 
X8064485, SIRPG 
X8064495, PDYN 
X8064500,
X8064502, SNRPB 
X8064514, ZNF343 
X8064522, IDH3B 
X8064539, CPXM1 
X8064557, PCED1A 
X8064575, AVP 
X8064581, UBOX5 
X8064591, LZTS3 
X8064601, DDRGK1 
X8064613, SLC4A11 
X8064637, C20orf194 
X8064676, GFRA4 
X8064686, ADAM33 
X8064716, SIGLEC1 
X8064739, C20orf27 
X8064751, SPEF1 
X8064762, CENPB 
X8064766, RNF24 
X8064779, ADRA1D 
X8064787, PRNT 
X8064790, RASSF2 
X8064808, SLC23A2 
X8064831, RNA5SP474 
X8064833, TMEM230 
X8064842,
X8064844, PCNA 
X8064857, UBE2D3P1 
X8064859, PROKR2 
X8064864, RNA5-8SP7 
X8064866, LINC00654 
X8064868, GPCPD1 
X8064879, TRMT6 
X8064894, LRRN4 
X8064900,
X8064904, FERMT1 
X8064926, RN7SL547P 
X8064928, HAO1 
X8064939, TMX4 
X8064952, PAK7 
X8064967, MKKS 
X8064976, DNAJC9 
X8064978, JAG1 
X8065009,
X8065011, LIN28A 
X8065013, LINC00687 
X8065016, RN7SKP111 
X8065018, TASP1 
X8065032, ESF1 
X8065045, SEL1L2 
X8065067, RNU6-278P 
X8065069,
X8065071, FLRT3 
X8065080, RNU6-1159P 
X8065082, RNA5SP475 
X8065084, LOC613266 
X8065089, KIF16B 
X8065120,
X8065122,
X8065124, BFSP1 
X8065134, RN7SKP69 
X8065136, RRBP1 
X8065163,
X8065165, SNX5 
X8065185, OVOL2 
X8065194,
X8065196, RN7SL14P 
X8065198, RNU2-56P 
X8065200, RN7SKP74 
X8065202, DZANK1 
X8065230, RBBP9 
X8065240, RNU6ATAC34P 
X8065242, LINC00652 
X8065244, C20orf78 
X8065248, LOC100130264 
X8065252, LOC100287166 
X8065254,
X8065256, CRNKL1 
X8065278, LOC643659 
X8065280, RALGAPA2 
X8065321, RN7SL607P 
X8065323, RNA5SP477 
X8065325, RPS15AP1 
X8065327, NKX2-4 
X8065330, RN7SKP140 
X8065332,
X8065334, NKX2-2 
X8065339, LOC284788 
X8065344, FOXA2 
X8065351,
X8065353, THBD 
X8065359, CD93 
X8065363, LINC00656 
X8065370, RNA5SP478 
X8065372, NAPB 
X8065386, RNA5SP479 
X8065388, CST11 
X8065392,
X8065396, CST9L 
X8065400, CST9 
X8065403, CST3 
X8065410, CST4 
X8065412, CST1 
X8065416, CST2 
X8065421, CST5 
X8065427, GGTLC1 
X8065433, APMAP 
X8065444, ACSS1 
X8065460, VSX1 
X8065469, ABHD12 
X8065485, NINL 
X8065510, NANP 
X8065515, RN7SL594P 
X8065517, ZNF337 
X8065527, LOC100128575 
X8065537, LOC100134868 
X8065541, NCOR1P1 
X8065547, FLJ45832 
X8065550,
X8065552, DEFB116 
X8065555, DEFB119 
X8065563, DEFB121 
X8065566, DEFB124 
X8065569, BCL2L1 
X8065576, FOXS1 
X8065580, DUSP15 
X8065596, PDRG1 
X8065603, TSPY26P 
X8065607, PLAGL2 
X8065612, NOL4L 
X8065630, C20orf203 
X8065633,
X8065637, COMMD7 
X8065652, SUN5 
X8065668, CDK5RAP1 
X8065683, SNTA1 
X8065693, NECAB3 
X8065710, E2F1 
X8065719, PXMP4 
X8065730, EIF2S2 
X8065738, AHCY 
X8065752,
X8065756, FDX1P1 
X8065758, FLJ38773 
X8065762, PIGU 
X8065776, NCOA6 
X8065795, HMGB3P1 
X8065798, GGT7 
X8065817, GSS 
X8065832, TRPC4AP 
X8065853, RNU6-407P 
X8065855, EDEM2 
X8065868, EIF6 
X8065880, FAM83C 
X8065889, UQCC1 
X8065903,
X8065905, GDF5 
X8065911, C20orf173 
X8065920, FER1L4 
X8065948, FER1L4 
X8065963, RBM12 
X8065990, RNU6-759P 
X8065992, NFS1 
X8066009, RBM39 
X8066025, RNU6-1166P 
X8066027,
X8066029, RNU6-937P 
X8066031, SCAND1 
X8066038, SLA2 
X8066051, NDRG3 
X8066072,
X8066074, DSN1 
X8066091, SOGA1 
X8066117, SAMHD1 
X8066136, RBL1 
X8066161, MROH8 
X8066189, GHRH 
X8066195, BLCAP 
X8066198, RN7SKP185 
X8066200, TTI1 
X8066210,
X8066212, RN7SL237P 
X8066214, TGM2 
X8066231, KIAA1755 
X8066247, SNHG17 
X8066254, SNHG17 
X8066256, SNORA71B 
X8066258, SNORA71A 
X8066260, SNORA71C 
X8066262, SNORA71D 
X8066264,
X8066266, MAFB 
X8066273, RNA5SP484 
X8066275, LOC100127886 
X8066279, ZHX3 
X8066292, RN7SL615P 
X8066294, EMILIN3 
X8066303, CHD6 
X8066343, RNU6-1018P 
X8066345,
X8066347, PTPRT 
X8066382,
X8066384, GTSF1L 
X8066391, RNU6-639P 
X8066393, JPH2 
X8066402, OSER1 
X8066407, FITM2 
X8066411, C20orf62 
X8066417, SERINC3 
X8066431, ADA 
X8066444, LINC01260 
X8066451, RIMS4 
X8066459,
X8066461, TOMM34 
X8066475, KCNS1 
X8066482, WFDC5 
X8066489, WFDC12 
X8066493, SLPI 
X8066498, MATN4 
X8066513, SDC4 
X8066521, TP53TG5 
X8066528, PIGT 
X8066530, SPINT3 
X8066536, WFDC6 
X8066542, EPPIN 
X8066549, WFDC8 
X8066557, RNA5SP485 
X8066559, WFDC9 
X8066567, RPS2P7 
X8066569, WFDC11 
X8066574, WFDC10B 
X8066579, WFDC3 
X8066590, TNNC2 
X8066598, ACOT8 
X8066609, SPATA25 
X8066612, NEURL2 
X8066619, PLTP 
X8066637, LOC643549 
X8066641, ZNF335 
X8066668, NCOA5 
X8066683, CDH22 
X8066697, SLC35C2 
X8066716, ELMO2 
X8066739, ZNF663P 
X8066745, ZNF334 
X8066754, OCSTAMP 
X8066757, SLC13A3 
X8066776, TP53RK 
X8066786, ZMYND8 
X8066818, RNU6-497P 
X8066820, RNU6-563P 
X8066822, SULF2 
X8066848, PREX1 
X8066889, STAU1 
X8066905, ZNFX1 
X8066921, KCNB1 
X8066925, PTGIS 
X8066939, B4GALT5 
X8066953, SPATA2 
X8066960,
X8066962,
X8066964, TMEM189 
X8066981, RN7SL636P 
X8066983, RN7SL672P 
X8066985, FAM65C 
X8067007, TMSB4X 
X8067011, ADNP 
X8067017, DPM1 
X8067029, KCNG1 
X8067033, KCNG1 
X8067040, NFATC2 
X8067055, ATP9A 
X8067087, SALL4 
X8067094, ZFP64 
X8067111,
X8067113, ZNF217 
X8067121, SUMO1P1 
X8067125, BCAS1 
X8067140, CYP24A1 
X8067155, RNU4ATAC7P 
X8067157, CBLN4 
X8067165, RNA5SP487 
X8067167, AURKA 
X8067178, GCNT7 
X8067183, RNU6-929P 
X8067185, BMP7 
X8067197,
X8067199,
X8067201,
X8067203, LOC100291105 
X8067206, HMGB1P1 
X8067208, CTCFL 
X8067221, ZBP1 
X8067233, PMEPA1 
X8067242, ANKRD60 
X8067248, PPP4R1L 
X8067270, APCDD1L 
X8067277, MIR296 
X8067279, CTSZ 
X8067288, ATP5E 
X8067295, SLMO2 
X8067303, PIEZO1P1 
X8067305, SYCP2 
X8067351, PPP1R3D 
X8067358, LOC100128310 
X8067361, TAF4 
X8067380, LSM14B 
X8067382, PSMA7 
X8067394, HRH3 
X8067409, LAMA5 
X8067495, CABLES2 
X8067506, RBBP8NL 
X8067521, GATA5 
X8067530, C20orf166-AS1 
X8067543, FLJ32154 
X8067546, SLCO4A1-AS1 
X8067551, LINC00686 
X8067554, TCFL5 
X8067563, DIDO1 
X8067585, BHLHE23 
X8067588, LINC00029 
X8067593, YTHDF1 
X8067602, NKAIN4 
X8067610, CHRNA4 
X8067626, KCNQ2 
X8067652, EEF1A2 
X8067662, PTK6 
X8067671, SRMS 
X8067680, HELZ2 
X8067709, GMEB2 
X8067722, STMN3 
X8067727, ARFRP1 
X8067743, ZBTB46 
X8067754, C20orf181 
X8067756, UCKL1 
X8067773, ZNF512B 
X8067792, SAMD10 
X8067798, SOX18 
X8067802, RGS19 
X8067812, LKAAEAR1 
X8067818, NPBWR2 
X8067820, IQSEC3 
X8067822, IGHV1OR15-9 
X8067825, ANKRD30BP2 
X8067834, RNU6-614P 
X8067836, LINC00314 
X8067839, FGF7P2 
X8067842, SNX19P1 
X8067844, POTEC 
X8067858, RNU6-286P 
X8067860, NF1P3 
X8067862, NF1P3 
X8067864, ANKRD20A8P 
X8067867, RNA5SP488 
X8067869, RBM11 
X8067877, ABCC13 
X8067899, RNU6-1326P 
X8067901,
X8067903, USP25 
X8067932, LINC00478 
X8067942, MIR99A 
X8067944, MIRLET7C 
X8067946, MIR125B2 
X8067948, RNU1-98P 
X8067950, RNU6-113P 
X8067955, CXADR 
X8067963,
X8067965,
X8067969, CHODL 
X8067978, PPIA 
X8067981, RNU1-139P 
X8067983, RN7SKP147 
X8067985, NCAM2 
X8068006, LINC00308 
X8068014, RNU4-45P 
X8068018,
X8068020, RNA5SP489 
X8068022, MIR155HG 
X8068024, JAM2 
X8068039, GABPA 
X8068044, RNU6-926P 
X8068046,
X8068052, LINC00314 
X8068057, LINC00161 
X8068062, USP16 
X8068083, MAP3K7CL 
X8068100, LINC00189 
X8068105, BACH1 
X8068120, BACH1 
X8068126, GRIK1-AS1 
X8068130, KRTAP13-1 
X8068136, KRTAP13-4 
X8068139, KRTAP15-1 
X8068145, KRTAP6-3 
X8068151, KRTAP22-1 
X8068154, KRTAP20-1 
X8068157, KRTAP20-4 
X8068161, KRTAP20-2 
X8068164, KRTAP20-3 
X8068168, SOD1 
X8068180, HUNK 
X8068192, MRAP 
X8068200, C21orf119 
X8068202, EVA1C 
X8068214,
X8068216,
X8068218, RNA5SP490 
X8068220, C21orf49 
X8068231, OLIG2 
X8068235, OLIG1 
X8068238, IFNAR2 
X8068254, IL10RB 
X8068266, IFNAR1 
X8068280, IFNGR2 
X8068289, SON 
X8068305, ITSN1 
X8068350, LOC400863 
X8068353, SLC5A3 
X8068361, SLC5A3 
X8068363, LINC00310 
X8068369, KCNE2 
X8068375, SMIM11 
X8068383, CLIC6 
X8068391,
X8068393,
X8068395,
X8068397, RIMKLBP1 
X8068399, RNU6-992P 
X8068401, CBR1 
X8068410, MEMO1 
X8068413, CBR3 
X8068422, DOPEY2 
X8068460, MORC3 
X8068478, CHAF1B 
X8068494,
X8068496, SIM2 
X8068510, RNA5SP491 
X8068512, RIPPLY3 
X8068520, RNU6-696P 
X8068522, TTC3 
X8068543, DSCR9 
X8068549, RN7SL678P 
X8068551, DYRK1A 
X8068570, DSCR8 
X8068578, DSCR10 
X8068583, KCNJ15 
X8068593, ETS2 
X8068608, RPL23AP12 
X8068610,
X8068612, WRB 
X8068620, SH3BGR 
X8068633, B3GALT5 
X8068644, IGSF5 
X8068651, PCP4 
X8068660,
X8068662,
X8068664,
X8068671, BACE2 
X8068684, FAM3B 
X8068697, MX2 
X8068713, MX1 
X8068731,
X8068733,
X8068735, ZNF295-AS1 
X8068740, UMODL1 
X8068761, ABCG1 
X8068786, RNA5SP492 
X8068788, UBASH3A 
X8068810, SLC37A1 
X8068833, PDE9A 
X8068857, NDUFV3 
X8068866, PKNOX1 
X8068883, CRYAA 
X8068891, FLJ41733 
X8068894, LINC00319 
X8068898, HIST1H2BK 
X8068902, RRP1B 
X8068919, PDXK 
X8068938, RRP1 
X8068952, AGPAT3 
X8068974, TRAPPC10 
X8069003, PWP2 
X8069026, C21orf33 
X8069037, AIRE 
X8069057, PFKL 
X8069083, C21orf2 
X8069085, TRPM2 
X8069122, LRRC3 
X8069131, LRRC3DN 
X8069133,
X8069135, C21orf90 
X8069142, KRTAP10-4 
X8069146, KRTAP10-7 
X8069148, KRTAP10-8 
X8069150, KRTAP10-9 
X8069153, KRTAP10-10 
X8069156, KRTAP10-11 
X8069161, KRTAP12-3 
X8069168, KRTAP10-12 
X8069174, FAM207A 
X8069178, ADARB1 
X8069200, LINC00334 
X8069206,
X8069208, COL18A1 
X8069252, PCBP3 
X8069269, COL6A1 
X8069301, COL6A2 
X8069332, MCM3AP-AS1 
X8069340, YBEY 
X8069348, PCNT 
X8069399, DIP2A 
X8069444, RNU6-396P 
X8069446,
X8069448,
X8069450, PRMT2 
X8069470, RPL23AP7 
X8069472, TPTE 
X8069487, BAGE3 
X8069494, ZNF355P 
X8069499, ANKRD30B 
X8069503, LOC441956 
X8069505, LINC00417 
X8069508, ANKRD20A11P 
X8069511, ANKRD20A11P 
X8069517, ANKRD20A9P 
X8069519,
X8069521, LIPI 
X8069532, HSPA13 
X8069541, SAMSN1 
X8069553, NRIP1 
X8069559, RNU6-426P 
X8069561, BTF3L4 
X8069563,
X8069565, BTG3 
X8069574, C21orf91 
X8069582, TMPRSS15 
X8069608, RNU6-772P 
X8069610,
X8069612, LINC00158 
X8069620, MRPL39 
X8069633, ATP5J 
X8069644, APP 
X8069666, RNU6-123P 
X8069668, CYYR1 
X8069676, ADAMTS1 
X8069689, ADAMTS5 
X8069700, N6AMT1 
X8069711, LTN1 
X8069744, RWDD2B 
X8069753, CCT8 
X8069764,
X8069766,
X8069768,
X8069770, GRIK1 
X8069790, CLDN17 
X8069795, CLDN8 
X8069800, KRTAP24-1 
X8069804, KRTAP26-1 
X8069808, KRTAP27-1 
X8069811, KRTAP23-1 
X8069813, KRTAP13-2 
X8069818, KRTAP13-3 
X8069822, KRTAP19-1 
X8069827, KRTAP19-2 
X8069831, KRTAP19-3 
X8069836, KRTAP19-4 
X8069838, KRTAP19-5 
X8069841, KRTAP19-6 
X8069845, KRTAP19-7 
X8069848, KRTAP6-2 
X8069852, KRTAP6-1 
X8069855, KRTAP21-2 
X8069859, KRTAP21-1 
X8069863, KRTAP8-1 
X8069868, KRTAP7-1 
X8069872, KRTAP11-1 
X8069876, KRTAP19-8 
X8069880, TIAM1 
X8069910, SCAF4 
X8069933, MIS18A 
X8069943, URB1 
X8069983,
X8069985, SNORA80A 
X8069987, TCP10L 
X8069991, TCP10L 
X8069998, C21orf59 
X8070010, SYNJ1 
X8070046, PAXBP1 
X8070073, C21orf62 
X8070081,
X8070083, TMEM50B 
X8070097, DNAJC28 
X8070102, GART 
X8070129, DONSON 
X8070141, CRYZL1 
X8070160, ATP5O 
X8070169,
X8070171, RN7SL740P 
X8070173, KCNE1 
X8070182, RCAN1 
X8070194, RUNX1 
X8070213,
X8070215, SETD4 
X8070231,
X8070233, CLDN14 
X8070239, HLCS 
X8070255,
X8070257, PIGP 
X8070269, DSCR3 
X8070279, KCNJ6 
X8070286, DSCR4 
X8070295,
X8070297, ERG 
X8070315, LINC00114 
X8070321, LOC400867 
X8070328, LINC00527 
X8070330, PSMG1 
X8070341, BRWD1 
X8070386,
X8070389, HMGN1 
X8070396,
X8070398, LCA5L 
X8070411, C21orf88 
X8070421, DSCAM 
X8070458, PLAC4 
X8070467, TMPRSS2 
X8070482, LINC00479 
X8070489, RIPK4 
X8070503, PRDM15 
X8070538, C2CD2 
X8070557, ZBTB21 
X8070563, C21orf128 
X8070567, TFF3 
X8070574, TFF2 
X8070579, TFF1 
X8070584, TMPRSS3 
X8070601, RNU6-1149P 
X8070603, RSPH1 
X8070615, WDR4 
X8070629, LOC100996619 
X8070632, CBS 
X8070655, U2AF1 
X8070665, SIK1 
X8070681, LINC00313 
X8070689, HSF2BP 
X8070701, CSTB 
X8070708, LOC284837 
X8070712, RNU6-859P 
X8070714, RNU6-1150P 
X8070716,
X8070720, ICOSLG 
X8070730, DNMT3L 
X8070744, C21orf2 
X8070755,
X8070757, TSPEAR 
X8070771, KRTAP10-1 
X8070777, KRTAP10-2 
X8070780, KRTAP10-3 
X8070782, KRTAP10-5 
X8070786, KRTAP10-4 
X8070789, KRTAP12-4 
X8070791, KRTAP12-2 
X8070795, KRTAP12-1 
X8070799, UBE2G2 
X8070811, SUMO3 
X8070819, PTTG1IP 
X8070826, ITGB2 
X8070847, C21orf67 
X8070853, C21orf67 
X8070863, SSR4P1 
X8070867,
X8070871,
X8070876, POFUT2 
X8070891, LINC00205 
X8070896, LINC00315 
X8070900,
X8070905, COL18A1-AS1 
X8070912, SLC19A1 
X8070925,
X8070930,
X8070933, FTCD 
X8070953, SPATC1L 
X8070961, LSS 
X8070988, MCM3AP 
X8071020, C21orf58 
X8071036, S100B 
X8071042, LOC100288884 
X8071044, LOC100233156 
X8071049, LINC00328 
X8071051, LOC100233156 
X8071058, ACTR3BP2 
X8071061, TPTEP1 
X8071063, TPTEP1 
X8071069, IL17RA 
X8071084, CECR5-AS1 
X8071086, CECR2 
X8071107, SLC25A18 
X8071119, BCL2L13 
X8071134, LINC00528 
X8071136, PEX26 
X8071147, TUBA8 
X8071155, USP18 
X8071161, LOC729461 
X8071168, POM121L8P 
X8071170, POM121L10P 
X8071179, DGCR6 
X8071185, DGCR5 
X8071194, DGCR11 
X8071196, TSSK2 
X8071202,
X8071204, RN7SL168P 
X8071206, MRPL40 
X8071212, CDC45 
X8071234, SEPT5 
X8071259, SEPT5-GP1BB 
X8071268, GP1BB 
X8071272, SEPT5-GP1BB 
X8071274, SEPT5-GP1BB 
X8071276, TBX1 
X8071289, COMT 
X8071301, TANGO2 
X8071312, MIR185 
X8071314, DGCR8 
