ID,Gene_name
X7936928, MMP21 
X7936937, UROS 
X7936949, DHX32 
X7936966, RNU2-42P 
X7936968, ADAM12 
X7936994, RNA5SP328 
X7936996, C10orf90 
X7937007, FAM196A 
X7937014, LOC387720 
X7937016, CLRN3 
X7937020, MKI67 
X7937037, LOC100509814 
X7937039, EBF3 
X7937059, TCERG1L 
X7937073, LINC01164 
X7937079, BNIP3 
X7937089, STK32C 
X7937104, LINC01165 
X7937106, NKX6-2 
X7937112, TTC40 
X7937135, TTC40 
X7937148, MIR202 
X7937150, ADAM8 
X7937175, TUBGCP2 
X7937198,
X7937200, CALY 
X7937208, FUOM 
X7937217, ECHS1 
X7937228, SPRN 
X7937230, SYCE1 
X7937247, SPRNP1 
X7937251, FRG2 
X7937257, LOC653486 
X7937263, ODF3 
X7937275, RIC8A 
X7937287, PSMD13 
X7937305, NLRP6 
X7937314, ATHL1 
X7937330, IFITM2 
X7937335, IFITM1 
X7937341, B4GALNT4 
X7937363, PKP3 
X7937378, PTDSS2 
X7937391, LRRC56 
X7937404, LOC692247 
X7937407, RASSF7 
X7937415, PHRF1 
X7937433, DRD4 
X7937438, TMEM80 
X7937443, EPS8L2 
X7937465, TALDO1 
X7937474, NS3BP 
X7937476, RPLP2 
X7937483, SNORA52 
X7937485, PNPLA2 
X7937498, EFCAB4A 
X7937508, CD151 
X7937518, TSPAN4 
X7937533, AP2A2 
X7937560, MUC2 
X7937612, MUC5B 
X7937667, BRSK2 
X7937696, KRTAP5-AS1 
X7937698, LOC399851 
X7937700, KRTAP5-5 
X7937707, FAM99A 
X7937709, KRTAP5-6 
X7937711, RPL36AP39 
X7937713, SYT8 
X7937728, TNNI2 
X7937735, LSP1 
X7937749, TNNT3 
X7937763, MRPL23 
X7937772,
X7937774, IGF2-AS 
X7937782, TSPAN32 
X7937798, RNU6-878P 
X7937800,
X7937802, CD81 
X7937813, TSSC4 
X7937823, KCNQ1 
X7937847, KCNQ1DN 
X7937852, SLC22A18 
X7937866,
X7937868, MRGPRG-AS1 
X7937876,
X7937878, TRPC2 
X7937882, ART1 
X7937890,
X7937892, PGAP2 
X7937900, STIM1 
X7937913,
X7937915, RRM1 
X7937934, SSU72P8 
X7937936, OR52B3P 
X7937938, OR52K2 
X7937940, OR52K3P 
X7937942, OR52K1 
X7937944, OR52M1 
X7937946, OR52I2 
X7937948, OR52I1 
X7937950, OR51D1 
X7937952, OR51E1 
X7937957, OR51F5P 
X7937959,
X7937961, MMP26 
X7937971, OR51N1P 
X7937973, OR51F2 
X7937975, OR51A8P 
X7937977, OR51H2P 
X7937979, OR51T1 
X7937982, OR51A7 
X7937984, OR51L1 
X7937986, OR52J3 
X7937988, OR52E1 
X7937990,
X7937993,
X7937996, OR51B6 
X7938000, OR51M1 
X7938002, OR51J1 
X7938004, OR51Q1 
X7938006, OR51I2 
X7938008, OR52D1 
X7938010, OR52B6 
X7938012, TRIM6 
X7938035, TRIM22 
X7938047, OR52P1P 
X7938049, OR56B1 
X7938053, OR52N4 
X7938055, OR56B2P 
X7938057, OR52N3P 
X7938059, OR52N2 
X7938061, OR52E4 
X7938063,
X7938066, OR56A3 
X7938070, RNA5SP329 
X7938072, OR56B4 
X7938074, OR56B3P 
X7938076, OR52W1 
X7938078, C11orf42 
X7938082, CNGA4 
X7938090, CCKBR 
X7938100, SMPD1 
X7938111, TIMM10B 
X7938118, DNHD1 
X7938128, DNHD1 
X7938133, DNHD1 
X7938139, DNHD1 
X7938154, ILK 
X7938170, OR2AG1 
X7938172, OR10A5 
X7938176, OR10A2 
X7938179, OR10A4 
X7938181, OR2D3 
X7938183, ZNF215 
X7938195, NLRP14 
X7938208, RBMXL2 
X7938213, SYT9 
X7938225, OLFML1 
X7938231, PPFIBP2 
X7938258, OR10AB1P 
X7938261, OR5E1P 
X7938263, EIF3F 
X7938269, TUB 
X7938286, RPL27A 
X7938291, SNORA45A 
X7938293, SNORA45B 
X7938295, RPL27A 
X7938299, RNA5SP330 
X7938301, AKIP1 
X7938309, KRT8P41 
X7938313, IPO7 
X7938329, SNORA23 
X7938331, ZNF143 
X7938348, WEE1 
X7938364, WEE1 
X7938366, WEE1 
X7938368,
X7938370, SWAP70 
X7938388, RN7SKP50 
X7938390, ADM 
X7938396, AMPD3 
X7938416, MRVI1-AS1 
X7938420,
X7938422, CTR9 
X7938448, USP47 
X7938481, DKK3 
X7938485, MICAL2 
X7938519, MICALCL 
X7938528, PARVA 
X7938544, TEAD1 
X7938559, RASSF10 
X7938561,
X7938563, ARNTL 
X7938588, RN7SKP151 
X7938590,
X7938592, FAR1 
X7938608, SPON1 
X7938625, RNA5SP332 
X7938629, PDE3B 
X7938646, CALCB 
X7938652, INSC 
X7938667, RN7SL188P 
X7938669, C11orf58 
X7938681, RN7SKP90 
X7938683, OR7E14P 
X7938685,
X7938687, NUCB2 
X7938702, NCR3LG1 
X7938707, OTOG 
X7938730, MYOD1 
X7938738, KCNC1 
X7938741, MRGPRX3 
X7938746, MRGPRX4 
X7938748, GLTPP1 
X7938750, LOC494141 
X7938756, ST13P5 
X7938758, SAA1 
X7938762, GTF2H1 
X7938777, LDHA 
X7938788, LDHC 
X7938800, LDHAL6A 
X7938812, TMEM86A 
X7938816, ZDHHC13 
X7938834, NAV2 
X7938878,
X7938880, HTATIP2 
X7938890, PRMT3 
X7938907, SLC6A5 
X7938925, NELL1 
X7938951, ANO5 
X7938975, SLC17A6 
X7938989, GAS2 
X7939003, RNU6-783P 
X7939005,
X7939007, LUZP2 
X7939024, ANO3 
X7939052, FIBIN 
X7939056, BBOX1 
X7939068, RPS25 
X7939070, CBX3P1 
X7939072, METTL15 
X7939080, FSHB 
X7939087, ARL14EP 
X7939093, DNAJC24 
X7939102, ELP4 
X7939116,
X7939118,
X7939120, RCN1 
X7939131, WT1-AS 
X7939137, EIF3M 
X7939150, PRRG4 
X7939158, QSER1 
X7939173, DEPDC7 
X7939184, TCP11L1 
X7939197, HIPK3 
X7939215, KIAA1549L 
X7939237, KIAA1549L 
X7939240,
X7939242, CAPRIN1 
X7939265, NAT10 
X7939296,
X7939298, CAT 
X7939314, EHF 
X7939329, PDHX 
X7939341, CD44 
X7939365, FJX1 
X7939368, TRIM44 
X7939374,
X7939376, LDLRAD3 
X7939383, PRR5L 
X7939398, RAG1 
X7939411, C11orf74 
X7939418, RNU6-99P 
X7939420,
X7939422,
X7939424, API5 
X7939432,
X7939434, TTC17 
X7939463, MIR129-2 
X7939465, HSD17B12 
X7939477, ALKBH3 
X7939492, C11orf96 
X7939494, ACCSL 
X7939507, ACCS 
X7939524, EXT2 
X7939546, CD82 
X7939559, TSPAN18 
X7939569, PRDM11 
X7939581, LOC399886 
X7939587, DKFZp779M0652 
X7939590, SLC35C1 
X7939595, CRY2 
X7939613, MAPK8IP1 
X7939620, GYLTL1B 
X7939640,
X7939642, CREB3L1 
X7939657, DGKZ 
X7939665, MDK 
X7939676, ATG13 
X7939699, ZNF408 
X7939706, F2 
X7939723, C11orf49 
X7939738, DDB2 
X7939751, NR1H3 
X7939767, MADD 
X7939805, SLC39A13 
X7939818, PTPMT1 
X7939825, NDUFS3 
X7939835, FAM180B 
X7939839, PTPRJ 
X7939865, OR4B1 
X7939867, OR4X2 
X7939869, OR4X1 
X7939871, OR4S1 
X7939873, OR4C3 
X7939875, OR4C2P 
X7939877, OR4A47 
X7939879, TRIM51CP 
X7939884, TRIM49B 
X7939893, UBTFL1 
X7939897, LOC101060256 
X7939900, OR4C13 
X7939902, LOC646813 
X7939910, OR4C46 
X7939912, TRIM48 
X7939916, OR4A16 
X7939918, OR4A15 
X7939920, OR4A13P 
X7939922, OR4A21P 
X7939924, OR4C15 
X7939926, OR4C16 
X7939928, OR4P4 
X7939930, OR4S2 
X7939932, OR4C6 
X7939934, OR4P1P 
X7939936, OR5D3P 
X7939938, OR5D17P 
X7939940, OR5D13 
X7939942, OR5D14 
X7939944, OR5L1 
X7939946, OR5D18 
X7939948, OR5L2 
X7939950, OR5D16 
X7939952, OR9M1P 
X7939954, TRIM51 
X7939959, OR5AS1 
X7939961, OR5AQ1P 
X7939963, OR5J1P 
X7939965, OR8I2 
X7939967, OR8H2 
X7939969, OR8H3 
X7939971, OR5J2 
X7939973, OR5T3 
X7939975, OR5T1 
X7939977, OR8K3 
X7939979, OR8K1 
X7939981, OR8J1 
X7939983, OR8U1 
X7939986, OR5AL1 
X7939988, OR5M3 
X7939990, OR5M12P 
X7939992, OR5AR1 
X7939994, OR9G1 
X7939996, OR9G3P 
X7939998, OR5AK3P 
X7940000, OR5AK2 
X7940002, LRRC55 
X7940005, P2RX3 
X7940018, RNA5SP341 
X7940020, RN7SKP259 
X7940022, RTN4RL2 
X7940026,
X7940028, SERPING1 
X7940042,
X7940044, MIR130A 
X7940046, CLP1 
X7940051, ZDHHC5 
X7940066, TMX2 
X7940070, C11orf31 
X7940079, CTNND1 
X7940103, OR9Q1 
X7940108, OR6Q1 
X7940110, OR9I2P 
X7940112, OR9Q2 
X7940114, OR1S1 
X7940116, LOC399898 
X7940118, CNTF 
X7940135, GLYATL1 
X7940147, FAM111B 
X7940153, FAM111A 
X7940160, DTX4 
X7940171, OR5AN1 
X7940173, OR5A1 
X7940175, OR4D6 
X7940177, OR4D10 
X7940182, OR4D10 
X7940185,
X7940187, OR4D11 
X7940189, OR4D9 
X7940191, STX3 
X7940210, OOSP2 
X7940216, MS4A3 
X7940226, MS4A2 
X7940237, MS4A4A 
X7940253, MS4A6E 
X7940259, MS4A14 
X7940279, MS4A5 
X7940287, MS4A1 
X7940299, MS4A12 
X7940307, MS4A13 
X7940315, LINC00301 
X7940323, MS4A8 
X7940333, MS4A15 
X7940341, MS4A10 
X7940349, CCDC86 
X7940358, ZP1 
X7940372, TMEM109 
X7940377, TMEM132A 
X7940391, CD6 
X7940409, CD5 
X7940421, PGA3 
X7940431, PGA3 
X7940441, PGA3 
X7940451, DAK 
X7940473, TMEM138 
X7940479, TMEM216 
X7940486, SDHAF2 
X7940491, RN7SL23P 
X7940493, PPP1R32 
X7940508, DAGLA 
X7940530, MYRF 
X7940561, FEN1 
X7940565, FADS2 
X7940580, RNU6-1243P 
X7940582, BEST1 
X7940598, LOC399900 
X7940600, INCENP 
X7940622, SCGB1D1 
X7940626, SCGB2A1 
X7940630, SCGB1D2 
X7940636, SCGB2A2 
X7940643, ASRGL1 
X7940654, SCGB1A1 
X7940660,
X7940662, ROM1 
X7940667, SNORA57 
X7940669, C11orf83 
X7940673, GNG3 
X7940679, TTC9C 
X7940688, POLR2G 
X7940698, TAF6L 
X7940711, TMEM179B 
X7940717, SLC3A2 
X7940735,
X7940737, SLC22A10 
X7940749, SLC22A9 
X7940762, LGALS12 
X7940775, RARRES3 
X7940781, RTN3 
X7940790, C11orf84 
X7940798, MARK2 
X7940822,
X7940824, NAA40 
X7940835, COX8A 
X7940840, OTUB1 
X7940851, FLRT1 
X7940857, STIP1 
X7940869, FERMT3 
X7940884, NUDT22 
X7940891, DNAJC4 
X7940904, VEGFB 
X7940914, FKBP2 
X7940924, PLCB3 
X7940959, GPR137 
X7940971, KCNK4 
X7940987,
X7940989, ESRRA 
X7940996, PRDX5 
X7941004, CCDC88B 
X7941039, RPS6KA4 
X7941059, LOC100996455 
X7941062, SLC22A11 
X7941074, SLC22A12 
X7941087, PPP2R5B 
X7941104, ARL2 
X7941111, SNX15 
X7941122, SAC3D1 
X7941127, ZFPL1 
X7941136, VPS51 
X7941148, TM7SF2 
X7941164, MRPL49 
X7941170, RNU2-23P 
X7941172, SPDYC 
X7941179, CAPN1 
X7941203, SLC22A20 
X7941214, POLA2 
X7941236, CDC42EP2 
X7941243, DPF2 
X7941255, TIGD3 
X7941260, FRMD8 
X7941269, LOC101927789 
X7941272, MALAT1 
X7941274, SCYL1 
X7941296, SSSCA1 
X7941302, FAM89B 
X7941311, EHBP1L1 
X7941350, PCNXL3 
X7941364, PCNXL3 
X7941380, RN7SL309P 
X7941382, KAT5 
X7941401, OVOL1 
X7941408, SNX32 
X7941425, MUS81 
X7941444, CTSW 
X7941457, CCDC85B 
X7941460, DRAP1 
X7941469, TSGA10IP 
X7941478, SART1 
X7941501, BANF1 
X7941505, CST6 
X7941511, SF3B2 
X7941537, PACS1 
X7941563,
X7941565, KLC2 
X7941583, RAB1B 
X7941587, CNIH2 
X7941594, TMEM151A 
X7941597, RNU1-84P 
X7941599, NPAS4 
X7941608,
X7941610, PELI3 
X7941621, DPP3 
X7941639, BBS1 
X7941662, ACTN3 
X7941685, CCS 
X7941694, RBM14 
X7941702, RBM14 
X7941707, RBM14 
X7941709, RBM14-RBM4 
X7941714, C11orf80 
X7941732, RCE1 
X7941743, LRFN4 
X7941746, C11orf86 
X7941749, SYT12 
X7941761, RHOD 
X7941769, KDM2A 
X7941795,
X7941797, ADRBK1 
X7941822, ANKRD13D 
X7941843, SSH3 
X7941863, RN7SKP239 
X7941865, RAD9A 
X7941879, TBC1D10C 
X7941890, CARNS1 
X7941900, RPS6KB2 
X7941917, CABP4 
X7941927, AIP 
X7941936, GSTP1 
X7941946, NDUFV1 
X7941961, ALDH3B1 
X7941976, NDUFS8 
X7941985, TCIRG1 
X7942007, LRP5 
X7942032, PPP6R3 
X7942061,
X7942064, GAL 
X7942071,
X7942073, IGHMBP2 
X7942091, TPCN2 
X7942118, MYEOV 
X7942123, CCND1 
X7942135, ANO1 
X7942168, FADD 
X7942174, PPFIA1 
X7942204, CTTN 
X7942228, SHANK2-AS3 
X7942232, NADSYN1 
X7942255, KRTAP5-7 
X7942261, KRTAP5-9 
X7942267, KRTAP5-10 
X7942274, OR7E87P 
X7942277, OR7E4P 
X7942279, FAM86C1 
X7942284, DEFB108B 
X7942287, OR7E128P 
X7942289, RNF121 
X7942300, IL18BP 
X7942315, LRTOMT 
X7942326,
X7942328, FOLR3 
X7942332, FOLR1 
X7942342, INPPL1 
X7942372, FOLR2 
X7942379,
X7942381, ATG16L2 
X7942400, P2RY2 
X7942409, P2RY6 
X7942417, ARHGEF17 
X7942439, RELT 
X7942453, PLEKHB1 
X7942465, MRPL48 
X7942476, PAAF1 
X7942489, DNAJB13 
X7942503, PPME1 
X7942520, LOC100287896 
X7942525,
X7942527, POLD3 
X7942542, RN7SKP297 
X7942544, RNF169 
X7942551, RN7SL239P 
X7942553, SPCS2 
X7942562, NEU3 
X7942569, SLCO2B1 
X7942586, RPS3 
X7942592, SNORD15A 
X7942594, SNORD15B 
X7942596, SERPINH1 
X7942603, MOGAT2 
X7942611, RN7SL786P 
X7942613, DGAT2 
X7942626, UVRAG 
X7942645, RNA5SP344 
X7942647, LOC100506127 
X7942650, C11orf30 
X7942674, TSKU 
X7942679, ACER3 
X7942693, B3GNT6 
X7942697, CAPN5 
X7942715, OMP 
X7942717, MYO7A 
X7942769, DKFZp434E1119 
X7942771, FLJ38894 
X7942774, AQP11 
X7942779,
X7942781,
X7942783, AAMDC 
X7942791,
X7942793, THRSP 
X7942796, KCTD21-AS1 
X7942798, USP35 
X7942809, LOC101928921 
X7942812, RNU6-544P 
X7942814,
X7942816,
X7942818,
X7942820,
X7942822,
X7942824, RPS28 
X7942830, GCRG224 
X7942832, DDIAS 
X7942839, PCF11 
X7942858, ANKRD42 
X7942875,
X7942877, RNU6-1292P 
X7942879, TMEM126B 
X7942889, TMEM126A 
X7942896, CCDC83 
X7942910,
X7942912, RNU6-560P 
X7942914, EED 
X7942932, C11orf73 
X7942941, CCDC81 
X7942957, PRSS23 
X7942964, TMEM135 
X7942983, RNU6-1135P 
X7942985,
X7942987,
X7942989,
X7942991, TYR 
X7942998, FOLH1 
X7943019, LOC101060256 
X7943025, TRIM49D2P 
X7943031, TRIM64B 
X7943036, TRIM49C 
X7943047, UBTFL1 
X7943049,
X7943051, NAALAD2 
X7943075, FAT3 
X7943098, MTNR1B 
X7943103, CCDC67 
X7943124, RN7SL223P 
X7943126, KIAA1731 
X7943156,
X7943158, SCARNA9 
X7943160, SCARNA9 
X7943162, C11orf54 
X7943176, MED17 
X7943191,
X7943193,
X7943195,
X7943197, HEPHL1 
X7943218, PANX1 
X7943226, FOLR4 
X7943231, ANKRD49 
X7943236, FUT4 
X7943240, PIWIL4 
X7943263, AMOTL1 
X7943282, KDM4D 
X7943288, SRSF8 
X7943293, ENDOD1 
X7943297, CEP57 
X7943314, JRKL 
X7943317, RNA5SP347 
X7943319, CNTN5 
X7943345, RN7SKP53 
X7943347, RN7SKP115 
X7943349, ARHGAP42 
X7943367,
X7943369, TMEM133 
X7943373, ERVK-9 
X7943376, KIAA1377 
X7943387, C11orf70 
X7943398, YAP1 
X7943411, RNU6-952P 
X7943413, BIRC3 
X7943424, BIRC2 
X7943437,
X7943442, DYNC2H1 
X7943498, DYNC2H1 
X7943513,
X7943515,
X7943517,
X7943519,
X7943521, DDI1 
X7943526,
X7943530, GRIA4 
X7943550, RNU4-55P 
X7943552, AASDHPPT 
X7943562, ELMOD1 
X7943573, ELMOD1 
X7943577, RAB39A 
X7943580, CUL5 
X7943605, ACAT1 
X7943620, ATM 
X7943690, DDX10 
X7943707, SKCG-1 
X7943709, RNU6-654P 
X7943711, C11orf87 
X7943715, ZC3H12C 
X7943721, FDX1 
X7943729, C11orf53 
X7943734, RNU2-60P 
X7943736, MIR34B 
X7943738, MIR34C 
X7943740, C11orf88 
X7943749, LAYN 
X7943760, SIK2 
X7943777, RN7SKP273 
X7943779, C11orf1 
X7943787, HSPB2 
X7943795, C11orf52 
X7943803, DIXDC1 
X7943827, DLAT 
X7943842, C11orf57 
X7943853, SDHD 
X7943859, TEX12 
X7943867, BCO2 
X7943882, PTS 
X7943890, LOC100132686 
X7943892, NCAM1 
X7943917,
X7943919, TTC12 
X7943943, ANKK1 
X7943954,
X7943956, RNU6-1107P 
X7943958, HTR3B 
X7943969, HTR3A 
X7943984, ZBTB16 
X7943998, NNMT 
X7944006, RBM7 
X7944011, REXO2 
X7944021,
X7944023, NXPE2 
X7944033,
X7944035, APOC3 
X7944042, PAFAH1B2 
X7944049, SIDT2 
X7944082, TAGLN 
X7944096, RNF214 
X7944111,
X7944113, CEP164 
X7944147,
X7944152, IL10RA 
X7944162,
X7944164, TMPRSS4 
X7944179, CD3E 
X7944185, CD3G 
X7944195, UBE4A 
X7944216, ATP5L 
X7944223, KMT2A 
X7944262, LOC101929115 
X7944271, TTC36 
X7944275, TMEM25 
X7944285, ARCN1 
X7944300, RNU6-1157P 
X7944302, PHLDB1 
X7944331, RNU6-376P 
X7944333,
X7944335, CXCR5 
X7944339, RN7SL688P 
X7944341, UPK2 
X7944351, FOXR1 
X7944359,
X7944361,
X7944363,
X7944365, CCDC84 
X7944375, TRAPPC4 
X7944382, VPS11 
X7944401, HMBS 
X7944418, C2CD2L 
X7944435, HINFP 
X7944447, ABCG4 
X7944463, NLRX1 
X7944478, PDZD3 
X7944493, CBL 
X7944510, RNF26 
X7944516,
X7944525, RNU6-1123P 
X7944527, LOC729173 
X7944530, OAF 
X7944537, POU2F3 
X7944554, TMEM136 
X7944560, ARHGEF12 
X7944601,
X7944603, GRIK4 
X7944623, TBCEL 
X7944632, TECTA 
X7944656, SC5D 
X7944667, SORL1 
X7944716, RNU6-256P 
X7944718, RNU4ATAC10P 
X7944720, RNU4ATAC5P 
X7944722, UBASH3B 
X7944739, CRTAM 
X7944751, C11orf63 
X7944763, RNU4-23P 
X7944765,
X7944767,
X7944769, GRAMD1B 
X7944791, RNU1-21P 
X7944793, OR8D4 
X7944795, OR4D5 
X7944797, OR10G4 
X7944799, OR10G9 
X7944801, OR10G8 
X7944803, VWA5A 
X7944825, OR10D1P 
X7944827, OR10D3 
X7944829, OR8F1P 
X7944832, OR8G3P 
X7944834, OR8G2 
X7944838, OR8G5 
X7944843, OR8A1 
X7944845, PANX3 
X7944850, TBRG1 
X7944867, RNA5SP352 
X7944869, SPA17 
X7944876, NRGN 
X7944882, ROBO3 
X7944911, HEPN1 
X7944913, CCDC15 
X7944931, SLC37A2 
X7944952, KRT18P59 
X7944955, PKNOX2 
X7944970, RNU6-321P 
X7944972, MGC39545 
X7944978, EI24 
X7944989, RNU6-1156P 
X7944991, STT3A 
X7945014, CHEK1 
X7945031, RNU2-35P 
X7945033, PATE1 
X7945040, HYLS1 
X7945045, DDX25 
X7945058, FAM118B 
X7945069, RN7SL351P 
X7945071, FOXRED1 
X7945084,
X7945086, TIRAP 
X7945101, DCPS 
X7945110, ST3GAL4 
X7945125, KIRREL3-AS3 
X7945130, RN7SKP279 
X7945132, FLI1 
X7945146, KCNJ5 
X7945156,
X7945158, RNU6-874P 
X7945162, BARX2 
X7945169, TMEM45B 
X7945177, LINC00167 
X7945182, APLP2 
X7945204, ST14 
X7945226,
X7945228, FLJ34521 
X7945232, ADAMTS15 
X7945241, C11orf44 
X7945245, NTM 
X7945260, RNU6ATAC12P 
X7945262, JAM3 
X7945275, VPS26B 
X7945283, ACAD8 
X7945296, GLB1L3 
X7945321, GLB1L2 
X7945342, LOC728323 
X7945344, LINC01002 
X7945347, RNU6-447P 
X7945349, BET1L 
X7945357, SIRT3 
X7945368, IFITM5 
X7945371, IFITM3 
X7945377, SIGIRR 
X7945394, ANO9 
X7945418, RN7SL838P 
X7945420, RNH1 
X7945436, HRAS 
X7945445, LMNTD2 
X7945460, MIR210 
X7945462, IRF7 
X7945475, CDHR5 
X7945498, SCT 
X7945503, DEAF1 
X7945521, PDDC1 
X7945536, CEND1 
X7945539, SLC25A22 
X7945550, PIDD1 
X7945573, POLR2L 
X7945579, CHID1 
X7945595, MUC6 
X7945620, TOLLIP 
X7945631, MOB2 
X7945641, DUSP8 
X7945645, KRTAP5-1 
X7945648, KRTAP5-2 
X7945652, KRTAP5-3 
X7945657, KRTAP5-4 
X7945660, FAM99A 
X7945663, IFITM10 
X7945666, CTSD 
X7945678, LOC102724536 
X7945680, H19 
X7945688, INS 
X7945712, TH 
X7945728,
X7945730, ASCL2 
X7945734, C11orf21 
X7945740, RPL26L1 
X7945742, TRPM5 
X7945767, CDKN1C 
X7945774, SLC22A18AS 
X7945781, PHLDA2 
X7945786, NAP1L4 
X7945801, SNORA54 
X7945803, CARS 
X7945829, RNU1-91P 
X7945831, OSBPL5 
X7945857, MRGPRG 
X7945859, MRGPRE 
X7945864, ZNF195 
X7945873, OR7E37P 
X7945875, FAM86JP 
X7945882, ART5 
X7945892,
X7945894,
X7945896, CHRNA10 
X7945902, NUP98 
X7945942, RNU6-1143P 
X7945944, RHOG 
X7945950,
X7945952,
X7945954, SSU72P8 
X7945956, SSU72P8 
X7945958, OR52B4 
X7945962, TRIM21 
X7945972, OR52P2P 
X7945974, C11orf40 
X7945979, TRIM68 
X7945989, OR51A9P 
X7945991, OR51E2 
X7945997, OR51C1P 
X7945999, OR51F1 
X7946001, OR52R1 
X7946004, OR51S1 
X7946006, OR51H1P 
X7946008, OR51A6P 
X7946011, OR51G2 
X7946013, OR51G1 
X7946015, OR51A4 
X7946017, OR51A2 
X7946019, OR52E2 
X7946021, OR52A4 
X7946023, OR52A5 
X7946025, OR52A1 
X7946027, OR51A1P 
X7946029, OR52Z1 
X7946031, OR51V1 
X7946033, HBB 
X7946041, HBD 
X7946048, HBG2 
X7946054, HBG2 
X7946061, HBE1 
X7946067, OR51B4 
X7946069, OR51B2 
X7946071, OR51B5 
X7946073, OR51I1 
X7946078, UBQLN3 
X7946082, UBQLNL 
X7946087, OR52H1 
X7946089, TRIM5 
X7946105, OR52N5 
X7946107, OR52N1 
X7946109, OR52E6 
X7946111, OR52E8 
X7946113, OR56A5 
X7946115, OR52L1 
X7946117, OR56A4 
X7946119, OR56A1 
X7946121, OR52L2P 
X7946123, OR52B1P 
X7946125, OR52B2 
X7946128, FAM160A2 
X7946142, PRKCDBP 
X7946149, APBB1 
X7946167, HPX 
X7946180, TRIM3 
X7946201, ARFIP2 
X7946211, RRP8 
X7946221, TAF10 
X7946228, TPP1 
X7946245, DCHS1 
X7946267, MRPL17 
X7946275, GVINP1 
X7946278, OR2AG2 
X7946280, OR6A2 
X7946286, OR2D2 
X7946288, ZNF214 
X7946292, CYB5R2 
X7946306, OVCH2 
X7946321, OR5P1P 
X7946323, OR5P2 
X7946326, OR5P3 
X7946328, RNU6-943P 
X7946330, OR10A6 
X7946332, OR10A3 
X7946334, NLRP10 
X7946340, RIC3 
X7946354, LMO1 
X7946365, STK33 
X7946380, TRIM66 
X7946401, ST5 
X7946426,
X7946428, C11orf16 
X7946436, ASCL3 
X7946439, TMEM9B 
X7946446, NRIP3 
X7946454, SCUBE2 
X7946478, DENND5A 
X7946504, TMEM41B 
X7946516, SBF2 
X7946559, GNG10 
X7946561, RNU6ATAC33P 
X7946563, MT-TV 
X7946565, MT-RNR1 
X7946567,
X7946569, RNF141 
X7946579, LYVE1 
X7946589, MRVI1 
X7946610, EIF4G2 
X7946635, ZBED5 
X7946641, GALNT18 
X7946655, CSNK2A3 
X7946659,
X7946661, DKK3 
X7946676,
X7946678,
X7946680, BTBD10 
X7946687, PTH 
X7946693,
X7946695, RNA5SP331 
X7946697, RRAS2 
X7946703, COPB1 
X7946728, PSMA1 
X7946742, CYP2R1 
X7946749, CALCA 
X7946757, SOX6 
X7946781, PLEKHA7 
X7946807, RPL36A-HNRNPH2 
X7946812, RPS13 
X7946815, PIK3C2A 
X7946849, RNU6-593P 
X7946851,
X7946853, KCNJ11 
X7946860, ABCC8 
X7946903, USH1C 
X7946933, SERGEF 
X7946946, TPH1 
X7946957, SAAL1 
X7946972, SAA3P 
X7946977, SAA2-SAA4 
X7946983, SAA2 
X7946986, RNA5SP333 
X7946988, HPS5 
X7947015, TSG101 
X7947027, UEVLD 
X7947040, SPTY2D1 
X7947052, IGSF22 
X7947076, PTPN5 
X7947093, MRGPRX1 
X7947096, MRGPRX2 
X7947099, CSRP3 
X7947110, E2F8 
X7947127,
X7947129, DBX1 
X7947136, RNA5SP337 
X7947138, FANCF 
X7947147, SVIP 
X7947152, RPL36AP40 
X7947156, MUC15 
X7947165, SLC5A12 
X7947184,
X7947189, CCDC34 
X7947199, LGR4 
X7947221, LIN7C 
X7947228, RNA5SP339 
X7947230, BDNF 
X7947245, HSP90AA2 
X7947248, KIF18A 
X7947266, RN7SKP158 
X7947268, RN7SL240P 
X7947270, KCNA4 
X7947274, MPPED2 
X7947282, DCDC1 
X7947322, DCDC1 
X7947332, IMMP1L 
X7947338, PAX6 
X7947358, TPT1-AS1 
X7947361,
X7947363, WT1 
X7947375, CCDC73 
X7947394,
X7947396, CSTF3 
X7947421,
X7947423,
X7947425, CD59 
X7947434, FBXO3 
X7947450, LMO2 
X7947462, ABTB2 
X7947481, ELF5 
X7947490, APIP 
X7947496, SLC1A2 
X7947510,
X7947512, PAMR1 
X7947526, KRT18P14 
X7947528, LINC00610 
X7947531, COMMD9 
X7947540, TRAF6 
X7947548, RAG2 
X7947551,
X7947553, LRRC4C 
X7947561, RNU6-365P 
X7947563, ALX4 
X7947570, TP53I11 
X7947590, SYT13 
X7947599, CHST1 
X7947607,
X7947609, PEX16 
X7947624, PHF21A 
X7947649, CHRM4 
X7947652, AMBRA1 
X7947674, RPS10 
X7947676, HARBI1 
X7947681, ARHGAP1 
X7947694, CKAP5 
X7947740,
X7947742,
X7947744, LRP4 
X7947784, ARFGAP2 
X7947801, PACSIN3 
X7947815, ACP2 
X7947828, MYBPC3 
X7947861, SPI1 
X7947867, PSMC3 
X7947881, RAPSN 
X7947890,
X7947892,
X7947894, CELF1 
X7947915, RN7SL652P 
X7947917, KBTBD4 
X7947926, RNU5E-10P 
X7947928, C1QTNF4 
X7947932,
X7947934, MTCH2 
X7947947, AGBL2 
X7947969, FNBP4 
X7947989,
X7947991, NUP160 
X7948033,
X7948035, RNA5SP340 
X7948037,
X7948039, OR4C4P 
